frame num,molecule num,x (nm),y (nm),z (nm),x fid-corrected (nm),y fid-corrected (nm), z fid-corrected (nm),photons detected,mean background photons
329,1,26149,10620,-1286.1,NaN,NaN,NaN,16270,53.756
330,1,26147,10631,-1284.2,NaN,NaN,NaN,17208,53.815
331,1,26154,10627,-1282.4,NaN,NaN,NaN,13345,53.749
332,1,26146,10625,-1278,NaN,NaN,NaN,15543,53.757
333,1,26147,10625,-1272.5,NaN,NaN,NaN,15289,53.708
334,1,26143,10628,-1281.6,NaN,NaN,NaN,15372,53.753
335,1,26150,10625,-1291.6,NaN,NaN,NaN,17069,53.691
336,1,26163,10633,-1281.8,NaN,NaN,NaN,18003,53.79
337,1,26159,10632,-1288.1,NaN,NaN,NaN,14614,53.739
338,1,26152,10632,-1292.6,NaN,NaN,NaN,15561,53.751
339,1,26157,10626,-1283.9,NaN,NaN,NaN,16931,53.755
340,1,26146,10626,-1277.8,NaN,NaN,NaN,18647,53.839
341,1,26153,10618,-1295.6,NaN,NaN,NaN,19084,53.755
342,1,26144,10632,-1292.4,NaN,NaN,NaN,15849,53.73
343,1,26145,10617,-1287.5,NaN,NaN,NaN,19940,53.776
344,1,26149,10633,-1288.3,NaN,NaN,NaN,15166,53.729
345,1,26159,10620,-1282.2,NaN,NaN,NaN,17769,53.762
346,1,26155,10629,-1284.2,NaN,NaN,NaN,15372,53.782
347,2,26155,10628,-1289.8,NaN,NaN,NaN,17473,53.759
348,1,26152,10631,-1289.3,NaN,NaN,NaN,17287,53.731
349,1,26154,10631,-1291.3,NaN,NaN,NaN,16207,53.891
350,1,26145,10631,-1288,NaN,NaN,NaN,16748,53.774
351,1,26139,10622,-1276.4,NaN,NaN,NaN,11601,53.725
352,1,26161,10626,-1282.6,NaN,NaN,NaN,13505,53.811
353,1,26144,10623,-1292.7,NaN,NaN,NaN,16444,53.797
354,1,26142,10629,-1275.6,NaN,NaN,NaN,15739,53.758
355,1,26152,10633,-1297,NaN,NaN,NaN,15161,53.708
356,1,26156,10627,-1271,NaN,NaN,NaN,16732,53.78
357,1,26147,10623,-1280.4,NaN,NaN,NaN,14236,53.673
358,1,26139,10620,-1271.3,NaN,NaN,NaN,16501,53.731
359,1,26151,10630,-1286.7,NaN,NaN,NaN,18046,53.782
360,1,26150,10628,-1289,NaN,NaN,NaN,15719,53.837
361,1,26159,10631,-1284.2,NaN,NaN,NaN,17499,53.767
362,1,26148,10618,-1270.9,NaN,NaN,NaN,18798,53.805
363,1,26145,10618,-1288,NaN,NaN,NaN,15869,53.792
364,1,26162,10634,-1280.5,NaN,NaN,NaN,15451,53.795
365,1,26156,10629,-1301.6,NaN,NaN,NaN,19303,53.835
366,1,26148,10625,-1290.8,NaN,NaN,NaN,14739,53.756
367,1,26153,10626,-1294.5,NaN,NaN,NaN,20359,53.825
368,1,26154,10625,-1292,NaN,NaN,NaN,19403,53.808
369,1,26146,10626,-1289.8,NaN,NaN,NaN,21289,53.865
370,1,26145,10627,-1290.6,NaN,NaN,NaN,19300,53.815
371,1,26145,10622,-1286.6,NaN,NaN,NaN,17288,53.826
372,1,26152,10619,-1286.7,NaN,NaN,NaN,15664,53.792
373,1,26138,10629,-1280.6,NaN,NaN,NaN,14120,53.818
374,1,26145,10618,-1286.7,NaN,NaN,NaN,15982,53.751
375,1,26151,10630,-1280.5,NaN,NaN,NaN,11735,53.816
376,1,26150,10629,-1283.7,NaN,NaN,NaN,15803,54.149
377,1,26153,10627,-1282.6,NaN,NaN,NaN,15007,53.788
378,1,26149,10635,-1278.9,NaN,NaN,NaN,20158,54.267
379,1,26139,10618,-1290.4,NaN,NaN,NaN,15999,53.905
380,1,26151,10630,-1285.4,NaN,NaN,NaN,16501,54.342
381,1,26151,10621,-1280.4,NaN,NaN,NaN,15669,53.908
382,1,26154,10630,-1285.5,NaN,NaN,NaN,16799,53.894
383,1,26155,10630,-1277.3,NaN,NaN,NaN,19152,53.877
384,1,26142,10623,-1282.6,NaN,NaN,NaN,18699,53.836
385,1,26145,10631,-1293.8,NaN,NaN,NaN,16854,53.919
386,1,26140,10622,-1272.1,NaN,NaN,NaN,19746,53.978
387,1,26149,10621,-1273.5,NaN,NaN,NaN,16302,53.882
388,1,26151,10627,-1291.5,NaN,NaN,NaN,15681,53.879
389,1,26155,10631,-1276.7,NaN,NaN,NaN,18299,54.29
390,1,26151,10629,-1281.9,NaN,NaN,NaN,17202,53.87
391,1,26148,10639,-1264.8,NaN,NaN,NaN,21177,54.286
392,1,26153,10625,-1275.6,NaN,NaN,NaN,12716,53.809
393,1,26150,10624,-1287.2,NaN,NaN,NaN,15553,53.855
394,1,26147,10632,-1285.2,NaN,NaN,NaN,17608,53.831
395,1,26156,10624,-1277.9,NaN,NaN,NaN,11459,53.865
396,1,26147,10633,-1280.7,NaN,NaN,NaN,18902,53.953
397,1,26153,10631,-1255.9,NaN,NaN,NaN,15118,53.845
398,1,26140,10623,-1278.9,NaN,NaN,NaN,12621,53.858
399,1,26142,10632,-1288.3,NaN,NaN,NaN,14292,53.845
400,1,26137,10633,-1276.9,NaN,NaN,NaN,16047,53.861
401,1,26141,10627,-1275.3,NaN,NaN,NaN,14771,53.691
402,1,26150,10637,-1276.3,NaN,NaN,NaN,20692,53.821
403,1,26141,10624,-1266.2,NaN,NaN,NaN,14297,53.814
404,1,26154,10629,-1276.7,NaN,NaN,NaN,21849,53.88
405,1,26132,10628,-1269.9,NaN,NaN,NaN,19597,53.879
406,1,26152,10631,-1262.7,NaN,NaN,NaN,17268,53.861
407,1,26143,10630,-1268.1,NaN,NaN,NaN,19170,53.852
408,1,26147,10628,-1264.1,NaN,NaN,NaN,17129,53.839
409,2,26143,10632,-1280.9,NaN,NaN,NaN,17583,53.873
410,1,26135,10628,-1273.3,NaN,NaN,NaN,17802,53.855
411,1,26144,10632,-1238.1,NaN,NaN,NaN,15319,54.206
412,1,26150,10636,-1262.7,NaN,NaN,NaN,14389,53.906
413,1,26143,10627,-1270.7,NaN,NaN,NaN,18093,53.863
414,1,26151,10629,-1276.7,NaN,NaN,NaN,16721,53.889
415,1,26142,10621,-1276.7,NaN,NaN,NaN,19663,53.919
416,1,26143,10631,-1288.9,NaN,NaN,NaN,15040,53.755
417,1,26141,10618,-1278.6,NaN,NaN,NaN,13608,53.801
418,1,26139,10621,-1290.3,NaN,NaN,NaN,17556,53.852
419,1,26145,10629,-1271.9,NaN,NaN,NaN,20076,53.849
420,1,26153,10632,-1270.5,NaN,NaN,NaN,19844,54.209
421,1,26139,10633,-1276.5,NaN,NaN,NaN,14997,53.771
422,1,26133,10620,-1279.9,NaN,NaN,NaN,17381,53.873
423,1,26145,10614,-1273.9,NaN,NaN,NaN,14433,53.727
424,1,26127,10625,-1269,NaN,NaN,NaN,19230,53.781
425,1,26154,10628,-1258.4,NaN,NaN,NaN,18405,54.283
426,1,26141,10621,-1284.3,NaN,NaN,NaN,19350,53.84
427,1,26133,10630,-1277.8,NaN,NaN,NaN,20654,53.804
428,1,26137,10624,-1264.8,NaN,NaN,NaN,18411,53.777
429,1,26133,10619,-1280.8,NaN,NaN,NaN,14823,53.798
430,1,26148,10626,-1275.6,NaN,NaN,NaN,19570,53.88
431,1,26148,10625,-1266.5,NaN,NaN,NaN,18225,53.827
432,1,26142,10634,-1281,NaN,NaN,NaN,14386,53.844
433,1,26155,10620,-1284.2,NaN,NaN,NaN,14872,53.82
434,1,26128,10629,-1272.2,NaN,NaN,NaN,16374,54.319
435,1,26141,10636,-1284.5,NaN,NaN,NaN,16484,53.786
436,1,26142,10614,-1279.7,NaN,NaN,NaN,15649,53.753
437,1,26142,10626,-1277,NaN,NaN,NaN,20119,53.898
438,1,26142,10618,-1274.4,NaN,NaN,NaN,16609,53.853
439,1,26140,10637,-1290.4,NaN,NaN,NaN,18308,53.882
440,1,26142,10635,-1287.9,NaN,NaN,NaN,15018,53.684
441,1,26136,10620,-1275.9,NaN,NaN,NaN,15911,53.69
442,1,26143,10624,-1283.9,NaN,NaN,NaN,13922,53.689
443,1,26137,10639,-1280.8,NaN,NaN,NaN,15853,54.135
444,1,26139,10621,-1278.9,NaN,NaN,NaN,16734,53.801
445,1,26152,10626,-1283.9,NaN,NaN,NaN,16928,53.688
446,1,26154,10630,-1282.8,NaN,NaN,NaN,16389,53.698
447,1,26135,10628,-1274,NaN,NaN,NaN,14516,53.73
448,1,26147,10625,-1290.4,NaN,NaN,NaN,15830,53.684
449,1,26140,10628,-1275.8,NaN,NaN,NaN,18923,54.189
450,1,26149,10615,-1285.9,NaN,NaN,NaN,19724,53.726
451,1,26144,10625,-1284.3,NaN,NaN,NaN,15987,53.657
452,1,26149,10630,-1293.3,NaN,NaN,NaN,20569,53.638
453,1,26133,10618,-1284.9,NaN,NaN,NaN,14547,53.681
454,1,26151,10625,-1274.9,NaN,NaN,NaN,17184,53.679
455,1,26142,10631,-1286.3,NaN,NaN,NaN,13769,53.57
456,1,26139,10624,-1278.9,NaN,NaN,NaN,17053,53.707
457,1,26138,10630,-1279.7,NaN,NaN,NaN,16989,53.678
458,1,26142,10630,-1274.2,NaN,NaN,NaN,16060,53.676
459,1,26142,10625,-1284,NaN,NaN,NaN,15909,53.627
460,1,26130,10619,-1248.4,NaN,NaN,NaN,13081,53.537
461,1,26137,10635,-1277.1,NaN,NaN,NaN,16078,53.511
462,1,26139,10637,-1279.2,NaN,NaN,NaN,13511,53.538
463,1,26148,10627,-1282.2,NaN,NaN,NaN,21814,53.578
464,1,26132,10624,-1274.1,NaN,NaN,NaN,18326,53.62
465,1,26145,10630,-1272.3,NaN,NaN,NaN,17463,53.594
466,1,26149,10624,-1264.7,NaN,NaN,NaN,14570,53.504
467,1,26138,10628,-1279,NaN,NaN,NaN,17081,53.565
468,1,26142,10628,-1283.5,NaN,NaN,NaN,17616,53.542
469,1,26135,10627,-1285.6,NaN,NaN,NaN,20569,53.561
470,1,26141,10632,-1280.8,NaN,NaN,NaN,18808,53.551
471,1,26144,10625,-1276.6,NaN,NaN,NaN,18603,53.516
472,1,26138,10628,-1279.8,NaN,NaN,NaN,13728,53.533
473,1,26158,10639,-1286,NaN,NaN,NaN,13321,53.534
474,1,26148,10622,-1281.3,NaN,NaN,NaN,17625,53.491
475,1,26137,10618,-1289.6,NaN,NaN,NaN,16844,53.557
476,1,26143,10631,-1273.2,NaN,NaN,NaN,20912,53.58
477,1,26132,10622,-1271.9,NaN,NaN,NaN,16974,53.528
478,1,26134,10633,-1284.3,NaN,NaN,NaN,19196,53.552
479,1,26148,10629,-1272.3,NaN,NaN,NaN,17422,53.557
480,1,26136,10625,-1278.8,NaN,NaN,NaN,18236,53.513
481,1,26138,10632,-1283.2,NaN,NaN,NaN,16587,53.523
482,1,26146,10633,-1265.5,NaN,NaN,NaN,16009,53.876
483,1,26130,10630,-1270.6,NaN,NaN,NaN,13892,53.464
484,1,26145,10621,-1284.8,NaN,NaN,NaN,14640,53.461
485,1,26147,10627,-1286.8,NaN,NaN,NaN,14513,53.434
487,1,26155,10637,-1288.8,NaN,NaN,NaN,12143,53.478
489,1,26144,10631,-1283,NaN,NaN,NaN,13846,53.404
492,1,26146,10627,-1271.4,NaN,NaN,NaN,14843,53.639
494,1,26144,10635,-1288.6,NaN,NaN,NaN,16692,53.404
495,1,26147,10630,-1270.4,NaN,NaN,NaN,13722,53.383
496,1,26141,10630,-1282.5,NaN,NaN,NaN,14834,53.355
497,1,26150,10630,-1279.6,NaN,NaN,NaN,15564,53.442
498,1,26143,10630,-1271,NaN,NaN,NaN,18144,53.855
499,1,26135,10624,-1287.2,NaN,NaN,NaN,16589,53.353
500,1,26138,10625,-1273.6,NaN,NaN,NaN,20582,53.437
501,1,26133,10638,-1267.3,NaN,NaN,NaN,16318,53.481
502,1,26132,10627,-1286.6,NaN,NaN,NaN,17379,53.414
504,1,26142,10632,-1274.6,NaN,NaN,NaN,15750,53.547
505,1,26142,10626,-1276.9,NaN,NaN,NaN,14132,53.829
506,1,26146,10627,-1267.9,NaN,NaN,NaN,13819,53.421
507,1,26151,10633,-1276.5,NaN,NaN,NaN,14115,53.451
508,1,26143,10629,-1270.5,NaN,NaN,NaN,12619,53.455
509,1,26137,10633,-1276.8,NaN,NaN,NaN,15851,53.476
510,1,26130,10632,-1279.8,NaN,NaN,NaN,15075,53.356
511,1,26135,10628,-1279.1,NaN,NaN,NaN,18292,53.44
512,1,26130,10633,-1264.1,NaN,NaN,NaN,17562,53.748
513,1,26145,10638,-1277.9,NaN,NaN,NaN,17816,53.379
514,1,26141,10631,-1268.7,NaN,NaN,NaN,16056,53.453
515,1,26144,10628,-1263.2,NaN,NaN,NaN,15452,53.362
516,1,26137,10633,-1271,NaN,NaN,NaN,15670,53.414
517,1,26145,10633,-1287,NaN,NaN,NaN,18675,53.42
518,1,26138,10630,-1271.4,NaN,NaN,NaN,15457,53.395
519,1,26139,10633,-1276.8,NaN,NaN,NaN,15940,53.368
520,1,26130,10633,-1279.5,NaN,NaN,NaN,16544,53.388
521,1,26135,10634,-1272.6,NaN,NaN,NaN,19834,53.487
522,1,26132,10640,-1269.4,NaN,NaN,NaN,22771,53.774
523,1,26135,10634,-1278.1,NaN,NaN,NaN,17174,53.412
524,1,26136,10624,-1275.4,NaN,NaN,NaN,18306,53.363
525,1,26138,10632,-1265.1,NaN,NaN,NaN,15741,53.441
526,1,26147,10629,-1269.1,NaN,NaN,NaN,14466,53.349
527,1,26141,10637,-1276.3,NaN,NaN,NaN,18513,53.369
528,1,26129,10633,-1257.3,NaN,NaN,NaN,20176,53.377
529,1,26143,10638,-1265.4,NaN,NaN,NaN,19735,53.825
530,1,26140,10629,-1279.8,NaN,NaN,NaN,19172,53.339
531,1,26153,10629,-1275.7,NaN,NaN,NaN,14146,53.251
532,1,26138,10632,-1265.3,NaN,NaN,NaN,17683,53.308
533,1,26141,10640,-1275.2,NaN,NaN,NaN,19598,53.368
534,1,26159,10632,-1282.7,NaN,NaN,NaN,15582,53.297
535,1,26146,10629,-1270.5,NaN,NaN,NaN,19228,53.298
536,1,26136,10629,-1276.7,NaN,NaN,NaN,16559,53.272
537,1,26141,10641,-1277.9,NaN,NaN,NaN,17404,53.269
538,1,26149,10626,-1269.7,NaN,NaN,NaN,18993,53.313
539,1,26125,10628,-1277.4,NaN,NaN,NaN,18761,53.288
540,1,26149,10637,-1277.6,NaN,NaN,NaN,16582,53.714
541,1,26135,10635,-1264.4,NaN,NaN,NaN,19346,53.372
542,1,26147,10629,-1280.7,NaN,NaN,NaN,18463,53.276
543,1,26152,10624,-1283.1,NaN,NaN,NaN,16279,53.335
544,1,26141,10648,-1286.3,NaN,NaN,NaN,17628,53.286
545,1,26131,10638,-1270.9,NaN,NaN,NaN,12715,53.259
546,1,26144,10641,-1281.7,NaN,NaN,NaN,17590,53.264
547,1,26141,10631,-1277.9,NaN,NaN,NaN,17569,53.289
548,1,26132,10630,-1286.7,NaN,NaN,NaN,18624,53.319
549,1,26145,10631,-1284.7,NaN,NaN,NaN,18487,53.358
550,1,26140,10630,-1260.9,NaN,NaN,NaN,17996,53.391
551,1,26138,10631,-1274.3,NaN,NaN,NaN,12681,53.447
552,1,26134,10625,-1264.2,NaN,NaN,NaN,15654,53.455
553,1,26141,10630,-1278.9,NaN,NaN,NaN,16681,53.45
554,1,26138,10624,-1264.4,NaN,NaN,NaN,18402,53.388
555,1,26142,10634,-1284.2,NaN,NaN,NaN,15456,53.309
556,1,26130,10621,-1272.6,NaN,NaN,NaN,17458,53.467
557,1,26152,10637,-1283.8,NaN,NaN,NaN,15964,53.504
558,1,26134,10616,-1279.8,NaN,NaN,NaN,14088,53.411
559,1,26138,10632,-1268.4,NaN,NaN,NaN,15319,53.447
560,1,26135,10632,-1266.5,NaN,NaN,NaN,16333,53.567
561,1,26150,10635,-1268.2,NaN,NaN,NaN,16179,53.507
562,1,26147,10633,-1271.4,NaN,NaN,NaN,14859,53.887
563,1,26128,10636,-1275.5,NaN,NaN,NaN,16347,53.494
564,1,26131,10624,-1263.9,NaN,NaN,NaN,14699,53.463
565,1,26138,10617,-1275.7,NaN,NaN,NaN,16109,53.468
566,1,26142,10633,-1276,NaN,NaN,NaN,14364,53.481
567,1,26137,10635,-1275.6,NaN,NaN,NaN,18032,53.479
568,1,26146,10631,-1281,NaN,NaN,NaN,18062,53.84
569,1,26136,10627,-1264.4,NaN,NaN,NaN,19824,53.995
570,1,26141,10632,-1281.3,NaN,NaN,NaN,19432,53.518
571,1,26140,10625,-1260.6,NaN,NaN,NaN,18755,53.516
572,1,26139,10633,-1268.7,NaN,NaN,NaN,17030,53.537
573,1,26140,10626,-1255.1,NaN,NaN,NaN,16374,53.452
574,1,26132,10626,-1283.9,NaN,NaN,NaN,17998,53.483
575,1,26131,10629,-1281.8,NaN,NaN,NaN,13614,53.53
576,1,26149,10631,-1280.7,NaN,NaN,NaN,13799,53.477
579,1,26133,10618,-1262.4,NaN,NaN,NaN,14671,53.526
580,1,26145,10625,-1282,NaN,NaN,NaN,11573,53.433
581,1,26143,10625,-1273,NaN,NaN,NaN,12578,53.435
582,1,26144,10614,-1265.9,NaN,NaN,NaN,14206,53.439
583,1,26139,10629,-1275,NaN,NaN,NaN,14898,53.44
584,1,26143,10629,-1267.6,NaN,NaN,NaN,16755,53.502
585,1,26146,10637,-1279.4,NaN,NaN,NaN,19562,54.001
586,1,26136,10623,-1275,NaN,NaN,NaN,16777,53.431
587,1,26144,10629,-1253.6,NaN,NaN,NaN,20306,53.875
588,1,26136,10624,-1268.9,NaN,NaN,NaN,13612,53.484
589,1,26140,10626,-1269,NaN,NaN,NaN,15793,53.489
590,1,26151,10625,-1270.3,NaN,NaN,NaN,13738,53.521
591,1,26136,10637,-1266.2,NaN,NaN,NaN,17190,53.93
592,1,26124,10631,-1257,NaN,NaN,NaN,21491,53.559
593,1,26133,10629,-1271.2,NaN,NaN,NaN,17187,53.519
594,1,26140,10624,-1265.5,NaN,NaN,NaN,19702,53.543
595,1,26135,10621,-1256.9,NaN,NaN,NaN,21338,53.548
596,1,26134,10622,-1264.5,NaN,NaN,NaN,19923,53.457
597,1,26137,10633,-1278.1,NaN,NaN,NaN,14806,53.445
598,1,26134,10621,-1281.1,NaN,NaN,NaN,14490,53.479
599,1,26136,10634,-1275.4,NaN,NaN,NaN,14519,53.466
600,1,26136,10635,-1243.8,NaN,NaN,NaN,24289,53.912
601,1,26146,10629,-1272.8,NaN,NaN,NaN,15687,53.49
602,1,26129,10624,-1261.4,NaN,NaN,NaN,15700,53.541
603,1,26134,10630,-1260.9,NaN,NaN,NaN,16306,53.436
604,1,26135,10632,-1248.3,NaN,NaN,NaN,15459,53.393
605,1,26153,10634,-1268,NaN,NaN,NaN,16854,53.396
606,1,26133,10637,-1282.9,NaN,NaN,NaN,17580,53.435
607,1,26135,10624,-1267,NaN,NaN,NaN,16965,53.465
608,1,26135,10624,-1258.6,NaN,NaN,NaN,19134,53.416
609,1,26144,10636,-1272.7,NaN,NaN,NaN,17391,53.94
610,1,26132,10629,-1273.4,NaN,NaN,NaN,14488,53.505
611,1,26151,10635,-1272.2,NaN,NaN,NaN,19699,53.507
612,1,26144,10628,-1276.9,NaN,NaN,NaN,16472,53.462
613,1,26132,10622,-1282.7,NaN,NaN,NaN,20622,53.541
614,1,26134,10632,-1279.4,NaN,NaN,NaN,13378,53.441
615,1,26128,10627,-1275.6,NaN,NaN,NaN,18356,53.463
616,1,26139,10640,-1279,NaN,NaN,NaN,16491,53.487
617,1,26145,10644,-1285.4,NaN,NaN,NaN,14038,53.44
618,1,26148,10638,-1289.8,NaN,NaN,NaN,18214,53.483
619,1,26152,10638,-1268.2,NaN,NaN,NaN,16034,53.497
620,1,26124,10626,-1289.7,NaN,NaN,NaN,19544,53.514
621,1,26143,10637,-1273.5,NaN,NaN,NaN,18997,53.872
622,1,26139,10633,-1288.2,NaN,NaN,NaN,15599,53.506
623,1,26138,10635,-1273.2,NaN,NaN,NaN,16581,53.541
624,1,26139,10629,-1282.1,NaN,NaN,NaN,19098,53.541
625,1,26139,10635,-1288.9,NaN,NaN,NaN,18570,53.514
626,1,26160,10628,-1297,NaN,NaN,NaN,19496,53.539
627,1,26142,10634,-1291.2,NaN,NaN,NaN,16923,53.481
628,1,26144,10633,-1289.1,NaN,NaN,NaN,16290,53.524
629,1,26141,10640,-1271.5,NaN,NaN,NaN,15671,53.423
630,1,26134,10631,-1284.5,NaN,NaN,NaN,18065,53.56
631,1,26145,10628,-1284.5,NaN,NaN,NaN,19177,53.566
632,1,26135,10639,-1280.4,NaN,NaN,NaN,17681,53.549
633,1,26132,10625,-1291.9,NaN,NaN,NaN,16778,53.5
634,1,26148,10647,-1268.9,NaN,NaN,NaN,15916,53.587
635,1,26127,10634,-1279.1,NaN,NaN,NaN,15387,53.503
637,1,26141,10637,-1282.2,NaN,NaN,NaN,17052,53.505
638,1,26137,10625,-1288.6,NaN,NaN,NaN,17113,53.53
639,1,26137,10636,-1290.3,NaN,NaN,NaN,17507,53.537
640,1,26133,10633,-1282,NaN,NaN,NaN,15179,53.563
641,1,26139,10620,-1270.7,NaN,NaN,NaN,15651,53.627
642,1,26131,10649,-1293.8,NaN,NaN,NaN,19607,53.606
643,1,26132,10623,-1271.4,NaN,NaN,NaN,15756,53.578
644,1,26143,10635,-1283.1,NaN,NaN,NaN,17528,53.598
645,1,26134,10625,-1285.6,NaN,NaN,NaN,15556,53.553
646,1,26143,10629,-1274.8,NaN,NaN,NaN,13817,53.59
647,1,26133,10632,-1287.5,NaN,NaN,NaN,15396,53.601
648,1,26145,10636,-1287.6,NaN,NaN,NaN,16114,53.602
649,1,26135,10643,-1288.1,NaN,NaN,NaN,13121,53.552
650,1,26161,10628,-1264.6,NaN,NaN,NaN,15451,53.505
651,1,26142,10637,-1290.1,NaN,NaN,NaN,16472,53.469
652,1,26139,10631,-1289.9,NaN,NaN,NaN,12772,53.555
653,1,26142,10634,-1299.3,NaN,NaN,NaN,11401,53.505
654,1,26132,10630,-1283.4,NaN,NaN,NaN,16757,53.589
655,1,26127,10627,-1284.6,NaN,NaN,NaN,15833,53.553
656,1,26140,10621,-1279,NaN,NaN,NaN,16388,53.596
658,1,26133,10628,-1294.2,NaN,NaN,NaN,13786,53.548
659,1,26148,10630,-1289,NaN,NaN,NaN,19782,53.595
660,1,26141,10638,-1293.4,NaN,NaN,NaN,18493,53.564
661,1,26139,10637,-1296.5,NaN,NaN,NaN,13651,53.581
662,1,26133,10631,-1292.9,NaN,NaN,NaN,14560,53.509
663,1,26135,10641,-1295.3,NaN,NaN,NaN,16163,53.586
