frame num,molecule num,x (nm),y (nm),z (nm),x fid-corrected (nm),y fid-corrected (nm), z fid-corrected (nm),photons detected,mean background photons
1350,1,26126,10630,-1305.8,NaN,NaN,NaN,16112,53.138
1351,1,26135,10633,-1309,NaN,NaN,NaN,18003,53.172
1352,1,26127,10625,-1307.4,NaN,NaN,NaN,17149,53.173
1353,1,26143,10639,-1303.9,NaN,NaN,NaN,14709,53.135
1354,1,26150,10627,-1298.1,NaN,NaN,NaN,17132,53.148
1355,1,26138,10630,-1305,NaN,NaN,NaN,12583,53.068
1356,1,26124,10623,-1308.7,NaN,NaN,NaN,17440,53.165
1357,1,26138,10625,-1303.8,NaN,NaN,NaN,18718,53.12
1358,1,26136,10627,-1304.5,NaN,NaN,NaN,17194,53.148
1359,1,26124,10638,-1301.2,NaN,NaN,NaN,16398,53.139
1360,1,26118,10620,-1303.6,NaN,NaN,NaN,17522,53.064
1361,1,26131,10621,-1301.3,NaN,NaN,NaN,18285,53.113
1362,1,26132,10636,-1304.7,NaN,NaN,NaN,15799,53.073
1363,1,26126,10630,-1308.2,NaN,NaN,NaN,16443,53.051
1364,1,26124,10639,-1302.5,NaN,NaN,NaN,17063,53.137
1365,1,26142,10625,-1287.4,NaN,NaN,NaN,16165,53.08
1366,1,26152,10624,-1307.9,NaN,NaN,NaN,16688,53.116
1367,1,26134,10633,-1300.1,NaN,NaN,NaN,20936,53.166
1368,1,26133,10638,-1306,NaN,NaN,NaN,15401,53.053
1369,1,26120,10623,-1301.3,NaN,NaN,NaN,15021,53.048
1370,1,26136,10633,-1292.8,NaN,NaN,NaN,15959,53.079
1371,1,26138,10635,-1301.9,NaN,NaN,NaN,19434,53.081
1372,1,26146,10628,-1297,NaN,NaN,NaN,14555,53.103
1373,1,26132,10629,-1305.7,NaN,NaN,NaN,15346,53.14
1374,1,26121,10628,-1291.6,NaN,NaN,NaN,16382,53.039
1375,1,26126,10625,-1302.3,NaN,NaN,NaN,15444,53.113
1376,1,26135,10627,-1304.1,NaN,NaN,NaN,17748,53.077
1377,1,26129,10635,-1306.4,NaN,NaN,NaN,16737,53.145
1378,1,26139,10628,-1298.3,NaN,NaN,NaN,17526,53.147
1379,1,26141,10637,-1300.4,NaN,NaN,NaN,13959,53.076
1380,1,26136,10639,-1309.1,NaN,NaN,NaN,18966,53.203
1381,1,26134,10630,-1310.3,NaN,NaN,NaN,17474,53.211
1382,1,26131,10628,-1303.8,NaN,NaN,NaN,21178,53.161
1383,1,26137,10624,-1303.9,NaN,NaN,NaN,13378,53.199
1384,1,26130,10641,-1303.2,NaN,NaN,NaN,16882,53.122
1385,1,26138,10638,-1300.5,NaN,NaN,NaN,18562,53.171
1386,1,26132,10641,-1305.2,NaN,NaN,NaN,16053,53.122
1387,1,26128,10620,-1293.3,NaN,NaN,NaN,12609,53.146
1389,1,26133,10628,-1297.9,NaN,NaN,NaN,18205,53.171
1390,1,26132,10622,-1302.9,NaN,NaN,NaN,15896,53.239
1391,1,26142,10626,-1297.8,NaN,NaN,NaN,12594,53.154
1392,1,26131,10627,-1306.4,NaN,NaN,NaN,15517,53.183
1393,1,26138,10632,-1303.2,NaN,NaN,NaN,17090,53.234
1394,1,26141,10631,-1297.2,NaN,NaN,NaN,16804,53.26
1395,1,26141,10639,-1284,NaN,NaN,NaN,17179,53.149
1396,1,26136,10644,-1300.6,NaN,NaN,NaN,16388,53.222
1397,1,26135,10627,-1291.4,NaN,NaN,NaN,14009,53.129
1398,1,26140,10621,-1302.2,NaN,NaN,NaN,16682,53.178
1399,1,26132,10629,-1294.2,NaN,NaN,NaN,15463,53.162
1400,1,26137,10630,-1298.4,NaN,NaN,NaN,15193,53.169
1401,1,26134,10634,-1293.9,NaN,NaN,NaN,12674,53.217
1402,1,26136,10634,-1307.1,NaN,NaN,NaN,13603,53.269
1403,1,26141,10635,-1301.3,NaN,NaN,NaN,13396,53.237
1404,1,26134,10628,-1305.4,NaN,NaN,NaN,17449,53.276
1405,1,26134,10628,-1296.8,NaN,NaN,NaN,17280,53.151
1406,1,26139,10646,-1307,NaN,NaN,NaN,21868,53.226
1407,1,26133,10634,-1303.8,NaN,NaN,NaN,19135,53.199
1408,1,26145,10635,-1294.6,NaN,NaN,NaN,21374,53.222
1409,1,26124,10632,-1299.6,NaN,NaN,NaN,22583,53.299
1410,1,26142,10634,-1300.1,NaN,NaN,NaN,19298,53.241
1411,1,26130,10623,-1293,NaN,NaN,NaN,15316,53.307
1412,1,26132,10629,-1299.1,NaN,NaN,NaN,11878,53.234
1413,1,26144,10632,-1299.4,NaN,NaN,NaN,19327,53.314
1414,1,26118,10629,-1295.1,NaN,NaN,NaN,12263,53.097
1415,1,26146,10632,-1300.2,NaN,NaN,NaN,17829,53.216
1416,1,26140,10646,-1306.5,NaN,NaN,NaN,13892,53.3
1417,1,26126,10636,-1285.4,NaN,NaN,NaN,14430,53.268
1418,1,26137,10632,-1294.3,NaN,NaN,NaN,14367,53.197
1419,1,26134,10628,-1301.3,NaN,NaN,NaN,17455,53.217
1420,1,26128,10628,-1299.2,NaN,NaN,NaN,15246,53.287
1421,1,26138,10632,-1283.8,NaN,NaN,NaN,11776,53.209
1423,1,26136,10633,-1300,NaN,NaN,NaN,14269,53.241
1424,1,26147,10640,-1293.4,NaN,NaN,NaN,18773,53.219
1425,1,26126,10632,-1302.2,NaN,NaN,NaN,17622,53.288
1426,1,26125,10631,-1296.1,NaN,NaN,NaN,19076,53.255
1427,1,26130,10633,-1295.7,NaN,NaN,NaN,18632,53.306
1428,1,26136,10631,-1287.4,NaN,NaN,NaN,17211,53.26
1429,1,26134,10628,-1299.6,NaN,NaN,NaN,13594,53.223
1430,1,26133,10635,-1293.9,NaN,NaN,NaN,16116,53.26
1431,1,26138,10641,-1293.1,NaN,NaN,NaN,18060,53.31
1432,1,26129,10628,-1296.9,NaN,NaN,NaN,20189,53.245
1433,1,26131,10638,-1302.2,NaN,NaN,NaN,18650,53.251
1434,1,26142,10645,-1295,NaN,NaN,NaN,15062,53.244
1435,1,26136,10634,-1295.6,NaN,NaN,NaN,18645,53.298
1436,1,26135,10643,-1290.9,NaN,NaN,NaN,16094,53.228
1437,1,26133,10638,-1301.1,NaN,NaN,NaN,15011,53.291
1438,1,26141,10642,-1291.1,NaN,NaN,NaN,16302,53.184
1439,1,26137,10637,-1297.7,NaN,NaN,NaN,12015,53.178
1440,1,26129,10643,-1295,NaN,NaN,NaN,13103,53.335
1441,1,26140,10634,-1295.8,NaN,NaN,NaN,14688,53.282
1442,1,26145,10634,-1294.8,NaN,NaN,NaN,14303,53.307
1443,1,26125,10631,-1289.9,NaN,NaN,NaN,19275,53.323
1444,1,26139,10635,-1288.5,NaN,NaN,NaN,18083,53.263
1445,1,26142,10645,-1295.7,NaN,NaN,NaN,18025,53.269
1446,1,26146,10637,-1289.5,NaN,NaN,NaN,18269,53.308
1447,1,26126,10630,-1275.4,NaN,NaN,NaN,19281,53.288
1448,1,26137,10630,-1290.1,NaN,NaN,NaN,19213,53.336
1449,1,26131,10628,-1272.8,NaN,NaN,NaN,12713,53.317
1450,1,26142,10635,-1289.5,NaN,NaN,NaN,14242,53.381
1451,1,26131,10630,-1281.5,NaN,NaN,NaN,14944,53.393
1452,1,26126,10627,-1279.9,NaN,NaN,NaN,14244,53.352
1453,1,26128,10625,-1288.3,NaN,NaN,NaN,13595,53.364
1454,1,26137,10631,-1289,NaN,NaN,NaN,14449,53.355
1455,1,26126,10646,-1275.5,NaN,NaN,NaN,14581,53.87
1456,1,26138,10641,-1282.9,NaN,NaN,NaN,16533,53.388
1457,1,26148,10635,-1278.6,NaN,NaN,NaN,16390,53.383
1458,1,26138,10632,-1294.3,NaN,NaN,NaN,17535,53.317
1459,1,26142,10643,-1281,NaN,NaN,NaN,18461,53.37
1460,1,26135,10633,-1276.5,NaN,NaN,NaN,17076,53.352
1461,1,26124,10630,-1281,NaN,NaN,NaN,17358,53.316
1462,1,26130,10624,-1290.5,NaN,NaN,NaN,14747,53.385
1463,1,26134,10629,-1285.7,NaN,NaN,NaN,17962,53.464
1464,1,26130,10629,-1272.5,NaN,NaN,NaN,14266,53.848
1465,1,26122,10630,-1285.7,NaN,NaN,NaN,14809,53.381
1466,1,26134,10626,-1278.9,NaN,NaN,NaN,16563,53.438
1467,1,26136,10629,-1282.2,NaN,NaN,NaN,15766,53.343
1468,1,26128,10637,-1283.1,NaN,NaN,NaN,16578,53.365
1469,1,26133,10630,-1274.2,NaN,NaN,NaN,18618,53.372
1470,1,26124,10629,-1287.2,NaN,NaN,NaN,17954,53.425
1471,1,26127,10632,-1267,NaN,NaN,NaN,13462,53.399
1472,1,26137,10638,-1287,NaN,NaN,NaN,13964,53.445
1473,1,26146,10631,-1277.2,NaN,NaN,NaN,14559,53.444
1474,1,26131,10620,-1280.3,NaN,NaN,NaN,18339,53.451
1475,1,26131,10638,-1258.2,NaN,NaN,NaN,16800,53.495
1476,1,26129,10636,-1285.5,NaN,NaN,NaN,13736,53.45
1477,1,26143,10629,-1277.7,NaN,NaN,NaN,12839,53.405
1478,1,26133,10633,-1269.4,NaN,NaN,NaN,17563,53.496
1479,1,26127,10634,-1255.7,NaN,NaN,NaN,13775,53.847
1480,1,26123,10636,-1287.8,NaN,NaN,NaN,13977,53.499
1481,1,26134,10630,-1279.1,NaN,NaN,NaN,14676,53.45
1482,1,26127,10630,-1282.8,NaN,NaN,NaN,13954,53.43
1483,1,26129,10619,-1284.4,NaN,NaN,NaN,16756,53.572
1484,1,26139,10641,-1256.2,NaN,NaN,NaN,15500,53.89
1485,1,26128,10631,-1266.4,NaN,NaN,NaN,19211,53.514
1486,1,26139,10631,-1270.1,NaN,NaN,NaN,15245,53.507
1487,1,26120,10625,-1270.8,NaN,NaN,NaN,13672,53.462
1488,1,26125,10631,-1260.1,NaN,NaN,NaN,16400,54.024
1489,1,26118,10629,-1259.6,NaN,NaN,NaN,19270,53.546
1490,1,26138,10635,-1264.2,NaN,NaN,NaN,16599,53.486
1491,1,26135,10631,-1250.9,NaN,NaN,NaN,16848,53.515
1492,1,26121,10629,-1278.7,NaN,NaN,NaN,16457,53.403
1493,1,26126,10632,-1281.6,NaN,NaN,NaN,17868,53.584
1494,1,26127,10631,-1253.1,NaN,NaN,NaN,16714,53.371
1495,1,26140,10646,-1263.7,NaN,NaN,NaN,19556,53.989
1496,1,26133,10633,-1261.8,NaN,NaN,NaN,18819,53.478
1497,1,26126,10633,-1274.5,NaN,NaN,NaN,15956,53.429
1498,1,26129,10634,-1264.3,NaN,NaN,NaN,18995,53.486
1499,1,26125,10635,-1272.8,NaN,NaN,NaN,18076,53.494
1500,1,26136,10643,-1274.8,NaN,NaN,NaN,17293,53.53
1501,1,26133,10635,-1264.1,NaN,NaN,NaN,19353,53.52
1502,1,26129,10657,-1282.1,NaN,NaN,NaN,18644,53.966
1503,1,26133,10641,-1274.9,NaN,NaN,NaN,14332,53.502
1504,1,26138,10638,-1265.7,NaN,NaN,NaN,13499,53.497
1505,1,26131,10640,-1274.2,NaN,NaN,NaN,15150,53.506
1506,1,26130,10635,-1254.7,NaN,NaN,NaN,16286,53.472
1507,1,26133,10643,-1267.9,NaN,NaN,NaN,17689,53.541
1508,1,26130,10637,-1263.2,NaN,NaN,NaN,17730,53.847
1509,1,26126,10629,-1270.4,NaN,NaN,NaN,20911,53.472
1510,1,26131,10639,-1282.3,NaN,NaN,NaN,18571,53.555
1511,1,26140,10646,-1282,NaN,NaN,NaN,20150,53.573
1512,1,26127,10635,-1280.6,NaN,NaN,NaN,16138,53.479
1513,1,26129,10630,-1268.2,NaN,NaN,NaN,19447,53.58
1514,1,26133,10645,-1279.8,NaN,NaN,NaN,16217,53.997
1515,1,26138,10637,-1260.9,NaN,NaN,NaN,19947,53.985
1516,1,26129,10642,-1274.9,NaN,NaN,NaN,17167,53.528
1517,1,26137,10635,-1276.1,NaN,NaN,NaN,15272,53.51
1518,1,26126,10635,-1278.8,NaN,NaN,NaN,18509,54.013
1519,1,26123,10642,-1271.6,NaN,NaN,NaN,17241,53.962
1520,1,26124,10638,-1272.1,NaN,NaN,NaN,15997,53.445
1521,1,26127,10637,-1277.8,NaN,NaN,NaN,13618,53.389
1522,1,26145,10641,-1251,NaN,NaN,NaN,15838,53.469
1523,1,26137,10639,-1284.1,NaN,NaN,NaN,17314,53.537
1524,1,26134,10643,-1274.5,NaN,NaN,NaN,18291,53.978
1525,1,26147,10643,-1274.6,NaN,NaN,NaN,15268,53.514
1526,1,26142,10638,-1268.2,NaN,NaN,NaN,20943,53.957
1527,1,26127,10629,-1283.3,NaN,NaN,NaN,15558,53.484
1528,1,26132,10634,-1277.9,NaN,NaN,NaN,18756,53.424
1529,1,26133,10636,-1278.9,NaN,NaN,NaN,20449,53.511
1530,1,26116,10633,-1271.1,NaN,NaN,NaN,16614,53.603
1531,1,26128,10639,-1273.2,NaN,NaN,NaN,15457,53.443
1532,1,26124,10633,-1270.1,NaN,NaN,NaN,15066,53.615
1533,1,26115,10638,-1276,NaN,NaN,NaN,17820,53.567
1534,1,26129,10627,-1280.8,NaN,NaN,NaN,13400,53.532
1535,1,26117,10632,-1282.8,NaN,NaN,NaN,14549,53.543
1537,1,26143,10639,-1255.9,NaN,NaN,NaN,16421,53.99
1538,1,26137,10641,-1272.2,NaN,NaN,NaN,15330,53.94
1539,1,26132,10639,-1270.5,NaN,NaN,NaN,17182,53.48
1540,1,26117,10630,-1275,NaN,NaN,NaN,15635,53.577
1541,1,26130,10640,-1277.8,NaN,NaN,NaN,21376,53.563
1542,1,26113,10636,-1278.4,NaN,NaN,NaN,17195,53.583
1543,1,26142,10634,-1276.8,NaN,NaN,NaN,16394,53.512
1544,1,26127,10641,-1269.6,NaN,NaN,NaN,19109,54.008
1545,1,26133,10634,-1268.7,NaN,NaN,NaN,18377,53.601
1546,1,26129,10637,-1263.4,NaN,NaN,NaN,18327,53.986
1547,1,26131,10636,-1253.4,NaN,NaN,NaN,15172,53.592
1548,1,26121,10632,-1265.9,NaN,NaN,NaN,16874,53.576
1549,1,26117,10637,-1274.4,NaN,NaN,NaN,15279,53.565
1550,1,26119,10644,-1274.1,NaN,NaN,NaN,17901,53.575
1551,1,26128,10639,-1264.4,NaN,NaN,NaN,14390,53.578
1552,1,26121,10643,-1262.4,NaN,NaN,NaN,16140,53.559
1553,1,26136,10625,-1260.6,NaN,NaN,NaN,15186,53.52
1554,1,26126,10640,-1265.9,NaN,NaN,NaN,15485,53.597
1555,1,26135,10654,-1265.3,NaN,NaN,NaN,18179,53.937
1556,1,26134,10638,-1270.6,NaN,NaN,NaN,14459,53.509
1557,1,26136,10645,-1274.4,NaN,NaN,NaN,19123,53.696
1558,1,26126,10637,-1253.1,NaN,NaN,NaN,16690,53.837
1559,1,26138,10637,-1261.8,NaN,NaN,NaN,16469,53.586
1560,1,26133,10647,-1271.5,NaN,NaN,NaN,13970,53.524
1561,1,26140,10636,-1260.6,NaN,NaN,NaN,15504,53.571
1562,1,26136,10639,-1283.1,NaN,NaN,NaN,16524,53.586
1563,1,26140,10628,-1280.3,NaN,NaN,NaN,17839,53.614
1564,1,26130,10632,-1283.2,NaN,NaN,NaN,15801,53.555
1565,1,26138,10632,-1282.7,NaN,NaN,NaN,13991,53.656
1566,1,26125,10640,-1255.9,NaN,NaN,NaN,13444,54.004
1567,1,26128,10646,-1279.4,NaN,NaN,NaN,14818,53.597
1568,1,26136,10626,-1277.5,NaN,NaN,NaN,17337,53.586
1569,1,26130,10640,-1277.8,NaN,NaN,NaN,15129,53.509
1570,1,26119,10638,-1259.3,NaN,NaN,NaN,17156,53.806
1571,1,26124,10634,-1271.4,NaN,NaN,NaN,18276,53.633
1572,1,26127,10641,-1278.6,NaN,NaN,NaN,17227,53.555
1573,1,26122,10637,-1278.2,NaN,NaN,NaN,15129,53.575
1574,1,26138,10641,-1260.7,NaN,NaN,NaN,16600,53.581
1575,1,26131,10635,-1279.1,NaN,NaN,NaN,17042,53.55
1576,1,26123,10637,-1268.5,NaN,NaN,NaN,18656,54.023
1577,1,26128,10636,-1267,NaN,NaN,NaN,18726,53.557
1578,1,26120,10645,-1287.5,NaN,NaN,NaN,16359,53.541
1579,1,26135,10636,-1273.2,NaN,NaN,NaN,14074,54.05
1580,1,26117,10635,-1281.3,NaN,NaN,NaN,14301,53.509
1581,1,26114,10643,-1260.5,NaN,NaN,NaN,13665,53.421
1582,1,26138,10648,-1262.4,NaN,NaN,NaN,16767,53.95
1583,1,26123,10634,-1261.2,NaN,NaN,NaN,17513,53.524
1584,1,26122,10640,-1257.3,NaN,NaN,NaN,18638,53.926
1585,1,26117,10626,-1262.7,NaN,NaN,NaN,20578,53.959
1586,1,26127,10640,-1277.1,NaN,NaN,NaN,14969,53.366
1587,1,26131,10636,-1271.7,NaN,NaN,NaN,14940,53.441
1588,1,26124,10625,-1271.5,NaN,NaN,NaN,16086,53.514
1589,1,26131,10643,-1264.3,NaN,NaN,NaN,19337,53.526
1590,1,26113,10636,-1252,NaN,NaN,NaN,19285,53.473
1591,1,26130,10634,-1272.2,NaN,NaN,NaN,23571,53.522
1592,1,26126,10634,-1268.2,NaN,NaN,NaN,16934,53.509
1593,1,26124,10640,-1273.8,NaN,NaN,NaN,16128,53.539
1594,1,26126,10640,-1255.2,NaN,NaN,NaN,13806,53.523
1595,1,26128,10643,-1270,NaN,NaN,NaN,12419,53.91
1596,1,26129,10634,-1253.5,NaN,NaN,NaN,16395,53.509
1597,1,26125,10638,-1260.7,NaN,NaN,NaN,16371,53.488
1598,1,26120,10639,-1264.1,NaN,NaN,NaN,15354,53.501
1599,1,26130,10639,-1267.1,NaN,NaN,NaN,17128,53.523
1600,1,26133,10639,-1256,NaN,NaN,NaN,18606,53.51
1601,1,26124,10641,-1259.4,NaN,NaN,NaN,18457,53.688
1602,1,26128,10638,-1261.7,NaN,NaN,NaN,15911,53.49
1603,1,26119,10627,-1251.2,NaN,NaN,NaN,20258,53.525
1604,1,26148,10641,-1258.4,NaN,NaN,NaN,19758,53.958
1605,1,26135,10635,-1277.5,NaN,NaN,NaN,15729,53.43
1606,1,26136,10636,-1253.5,NaN,NaN,NaN,18359,53.914
1607,1,26129,10634,-1274,NaN,NaN,NaN,21758,53.571
1608,1,26131,10629,-1259.4,NaN,NaN,NaN,16914,53.571
1609,1,26118,10644,-1270.6,NaN,NaN,NaN,18612,53.578
1610,1,26129,10641,-1244.4,NaN,NaN,NaN,16759,53.929
1611,1,26139,10642,-1257.5,NaN,NaN,NaN,18433,53.969
1612,1,26135,10642,-1274.5,NaN,NaN,NaN,17053,53.435
1613,1,26134,10631,-1247,NaN,NaN,NaN,19688,54.038
1614,1,26118,10633,-1277.9,NaN,NaN,NaN,18205,53.452
1615,1,26142,10646,-1272.9,NaN,NaN,NaN,14395,53.893
1616,1,26117,10631,-1256.3,NaN,NaN,NaN,15002,53.396
1617,1,26126,10635,-1275.8,NaN,NaN,NaN,16327,53.454
1618,1,26126,10638,-1278.3,NaN,NaN,NaN,16613,53.475
1619,1,26128,10649,-1275.9,NaN,NaN,NaN,18898,53.433
1620,1,26118,10642,-1260.4,NaN,NaN,NaN,17968,53.416
1621,1,26133,10639,-1269.7,NaN,NaN,NaN,12777,53.418
1622,1,26114,10633,-1266,NaN,NaN,NaN,12083,53.421
1624,1,26127,10635,-1282.1,NaN,NaN,NaN,13610,53.44
1625,1,26134,10642,-1262.2,NaN,NaN,NaN,16639,53.456
1626,1,26129,10621,-1273.4,NaN,NaN,NaN,12032,53.492
1628,1,26123,10641,-1268.7,NaN,NaN,NaN,12811,53.908
1630,1,26128,10632,-1265,NaN,NaN,NaN,15018,53.386
1631,1,26131,10640,-1265.6,NaN,NaN,NaN,14732,53.392
1632,1,26129,10622,-1267.9,NaN,NaN,NaN,17328,53.359
1633,1,26125,10631,-1283.2,NaN,NaN,NaN,17808,53.428
1635,1,26126,10641,-1263,NaN,NaN,NaN,13188,53.406
1636,1,26125,10638,-1270.3,NaN,NaN,NaN,19837,53.489
1637,1,26130,10639,-1267.3,NaN,NaN,NaN,23624,53.465
1638,1,26135,10636,-1264.1,NaN,NaN,NaN,18187,53.425
1639,1,26125,10638,-1258.5,NaN,NaN,NaN,17105,53.34
1640,1,26126,10635,-1255.8,NaN,NaN,NaN,18948,53.36
1641,1,26135,10641,-1265.5,NaN,NaN,NaN,16022,53.733
1642,1,26138,10640,-1269.4,NaN,NaN,NaN,15496,53.738
1643,1,26125,10637,-1275.6,NaN,NaN,NaN,14806,53.35
1644,1,26129,10632,-1266.2,NaN,NaN,NaN,16638,53.351
1645,1,26125,10634,-1260.1,NaN,NaN,NaN,14225,53.316
1646,1,26122,10637,-1264.6,NaN,NaN,NaN,17556,53.326
1647,1,26118,10643,-1236.7,NaN,NaN,NaN,17560,53.707
1648,1,26117,10634,-1254.6,NaN,NaN,NaN,19068,53.347
1649,1,26133,10645,-1272.9,NaN,NaN,NaN,19020,53.913
1650,1,26119,10633,-1267.5,NaN,NaN,NaN,18365,53.299
1651,1,26128,10637,-1263.7,NaN,NaN,NaN,16193,53.324
1652,1,26125,10631,-1281.9,NaN,NaN,NaN,17695,53.385
1653,1,26128,10634,-1286.3,NaN,NaN,NaN,16988,53.339
1654,1,26130,10632,-1279.2,NaN,NaN,NaN,13107,53.732
1655,1,26129,10637,-1274.4,NaN,NaN,NaN,15924,53.286
1656,1,26128,10646,-1276.6,NaN,NaN,NaN,16934,53.33
1657,1,26131,10630,-1281.6,NaN,NaN,NaN,17369,53.284
1658,1,26125,10629,-1258,NaN,NaN,NaN,16039,53.271
1659,1,26123,10635,-1275,NaN,NaN,NaN,13605,53.381
1660,1,26124,10640,-1283.9,NaN,NaN,NaN,13945,53.243
1661,1,26123,10632,-1277.9,NaN,NaN,NaN,12291,53.168
1662,1,26124,10633,-1284.4,NaN,NaN,NaN,13354,53.248
1663,1,26126,10642,-1281.8,NaN,NaN,NaN,17055,53.35
1664,1,26122,10648,-1280.6,NaN,NaN,NaN,14740,53.699
1665,1,26137,10639,-1290.5,NaN,NaN,NaN,15917,53.289
1666,1,26139,10646,-1276.9,NaN,NaN,NaN,16856,53.683
1667,1,26128,10636,-1269.3,NaN,NaN,NaN,16862,53.295
1668,1,26136,10628,-1276.3,NaN,NaN,NaN,18556,53.296
1669,1,26126,10645,-1285.1,NaN,NaN,NaN,15958,53.259
1670,1,26127,10638,-1263.1,NaN,NaN,NaN,21772,53.216
1671,1,26122,10640,-1287.2,NaN,NaN,NaN,17589,53.278
1672,1,26136,10641,-1272.3,NaN,NaN,NaN,18253,53.232
1673,1,26124,10646,-1280.8,NaN,NaN,NaN,15271,53.257
1675,1,26127,10637,-1286.3,NaN,NaN,NaN,13890,53.255
1676,1,26127,10629,-1291.4,NaN,NaN,NaN,16948,53.307
